Label	Area	Perim	Circ	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
imp	1.941	11.662	0.179	2.789	15.916	13.486	132.39	1.502	2.044	0.489	0.677
imp	0.046	0.836	0.826	0.318	14.432	14.907	144.462	0.215	1.425	0.702	0.965
imp	1.88	8.717	0.311	2.496	13.254	15.087	130.365	1.311	2.157	0.464	0.818
imp	0.016	0.478	0.859	0.165	14.76	15.314	26.565	0.127	1.229	0.814	0.936
imp	0.011	0.397	0.866	0.157	14.939	15.356	122.619	0.1	1.511	0.662	0.953
imp	20.744	23.949	0.454	9.582	2.166	9.525	56.695	3.079	3.5	0.286	0.902
imp	2.929	7.218	0.707	2.279	11.87	3.994	122.217	1.885	1.261	0.793	0.931
imp	2.753	7.279	0.653	2.672	8.542	5.161	112.306	1.585	1.583	0.632	0.94
imp	0.132	2.146	0.36	0.818	14.501	6.545	60.622	0.371	2.678	0.373	0.682
imp	0.05	0.973	0.667	0.378	15.399	5.806	110.462	0.195	2.052	0.487	0.884
imp	2.517	6.377	0.778	2.216	21.537	5.99	93.006	1.574	1.338	0.747	0.967
imp	0.013	0.438	0.842	0.162	15.346	6.461	51.633	0.121	1.178	0.849	0.958
imp	0.006	0.28	0.905	0.11	15.753	6.413	125.218	0.069	1.369	0.731	0.973
imp	0.005	0.259	0.88	0.105	14.379	6.677	49.086	0.069	1.418	0.705	0.96
imp	0.148	1.875	0.53	0.736	14.221	7.427	77.56	0.3	2.931	0.341	0.877
imp	0.052	1.169	0.477	0.458	15.135	7.464	71.147	0.197	2.674	0.374	0.764
imp	1.897	5.914	0.681	1.942	16.883	8.389	29.494	1.546	1.247	0.802	0.942
imp	0.137	2.674	0.241	0.967	7.179	7.517	166.419	0.363	3.197	0.313	0.518
imp	0.012	0.451	0.718	0.187	14.406	7.433	118.74	0.089	2.165	0.462	0.927
imp	0.026	0.832	0.48	0.361	14.643	7.691	39.053	0.111	3.858	0.259	0.842
imp	0.169	2.702	0.291	0.869	6.45	8.035	33.593	0.393	2.368	0.422	0.713
imp	1.548	9.537	0.214	2.891	5.684	7.824	163.221	1.052	3.623	0.276	0.648
imp	0.067	1.755	0.274	0.673	7.2	8.22	41.82	0.226	4.665	0.214	0.637
imp	0.004	0.232	0.906	0.086	8.199	7.813	132.51	0.063	1.052	0.951	0.982
imp	0.006	0.297	0.833	0.113	7.237	7.829	152.241	0.063	1.626	0.615	0.959
imp	0.011	0.466	0.663	0.175	8.299	7.977	115.017	0.106	1.746	0.573	0.854
imp	0.007	0.32	0.875	0.127	6.582	8.119	48.366	0.088	1.411	0.709	0.955
imp	0.005	0.25	0.915	0.091	7.401	8.199	144.462	0.063	1.166	0.858	0.988
imp	2.769	8.049	0.537	2.334	18.986	11.226	33.834	1.849	1.128	0.887	0.919
imp	3.007	12.904	0.227	3.359	8.299	11.796	31.69	1.41	2.411	0.415	0.731
imp	0.11	1.804	0.424	0.69	4.86	10.121	148.134	0.249	3.11	0.321	0.802
imp	2.869	7.128	0.71	2.675	13.983	12.927	76.293	1.506	1.81	0.552	0.947
imp	2.285	6.006	0.796	2.061	21.632	12.319	57.777	1.639	1.173	0.852	0.973
imp	0.003	0.209	0.863	0.079	4.96	10.576	126.87	0.048	1.333	0.75	1
imp	0.004	0.242	0.877	0.092	4.67	10.66	149.036	0.053	1.502	0.666	0.99
imp	0.039	1.045	0.452	0.419	4.437	11.062	56.31	0.159	3.138	0.319	0.797
imp	0.203	4.283	0.139	1.276	5.409	12.013	85.965	0.399	3.442	0.291	0.551
imp	0.013	0.435	0.876	0.157	4.812	10.835	122.619	0.116	1.148	0.871	0.954
imp	0.018	0.59	0.659	0.203	4.326	10.946	114.567	0.137	1.498	0.667	0.843
imp	3.425	7.918	0.686	2.89	15.684	13.434	54.974	1.765	1.548	0.646	0.958
imp	0.004	0.246	0.855	0.092	4.675	11.019	120.964	0.053	1.502	0.666	0.99
imp	0.01	0.402	0.743	0.154	10.37	11.035	157.834	0.079	1.904	0.525	0.942
imp	0.004	0.25	0.864	0.095	4.517	11.199	33.69	0.058	1.412	0.708	0.969
imp	0.004	0.242	0.883	0.093	4.194	11.247	132.709	0.063	1.15	0.869	0.983
imp	0.006	0.298	0.854	0.11	4.786	11.542	35.218	0.079	1.225	0.816	0.935
imp	0.286	4.568	0.172	1.418	4.057	11.606	115.133	0.445	4.042	0.247	0.514
imp	0.003	0.188	0.89	0.071	5.092	11.595	131.987	0.048	1.111	0.9	1
imp	0.003	0.218	0.92	0.086	4.649	11.659	42.51	0.058	1.169	0.855	0.98
imp	0.011	0.427	0.778	0.171	5.151	11.833	56.31	0.096	1.772	0.564	0.952
imp	0.008	0.371	0.695	0.145	9.123	11.696	123.111	0.075	2.003	0.499	0.898
imp	0.008	0.364	0.798	0.135	4.474	11.838	48.18	0.095	1.205	0.83	0.928
imp	0.004	0.251	0.889	0.101	9.065	11.933	47.121	0.069	1.331	0.751	0.961
imp	0.004	0.235	0.889	0.09	4.501	11.981	49.764	0.058	1.194	0.838	0.989
imp	0.003	0.188	0.89	0.071	8.669	11.928	131.987	0.048	1.111	0.9	1
imp	0.386	3.72	0.351	1.052	8.183	12.985	83.66	0.828	1.284	0.779	0.661
imp	0.006	0.301	0.871	0.114	5.177	11.976	146.31	0.074	1.333	0.75	0.959
imp	0.01	0.504	0.513	0.206	5.309	12.208	64.093	0.071	3.355	0.298	0.834
imp	0.005	0.272	0.884	0.097	5.055	12.145	135	0.069	1.22	0.82	0.964
imp	0.016	0.598	0.567	0.251	4.855	12.356	59.657	0.103	2.816	0.355	0.863
imp	0.002	0.178	0.899	0.067	5.224	12.224	135	0.048	1	1	1
imp	0.01	0.39	0.833	0.139	8.415	12.419	40.365	0.106	1.197	0.835	0.945
imp	0.003	0.203	0.916	0.075	4.897	12.382	129.289	0.053	1.1	0.909	0.991
imp	0.004	0.246	0.878	0.093	5.409	12.382	132.709	0.063	1.117	0.895	0.987
imp	0.003	0.203	0.916	0.079	4.855	12.61	132.274	0.053	1.112	0.9	0.991
imp	2.921	7.366	0.676	2.715	10.137	15.827	53.465	1.472	1.775	0.563	0.954
imp	3.069	9.017	0.474	2.541	21.157	14.215	160.322	1.735	1.587	0.63	0.916
imp	2.18	6.582	0.632	2.092	18.336	15.679	61.17	1.713	1.198	0.835	0.91
imp	2.245	7.09	0.561	2.461	6.931	16.006	53.819	1.286	2.064	0.484	0.882
imp	0.79	7.682	0.168	1.954	13.835	16.841	74.799	1.148	1.445	0.692	0.566
imp	1.808	5.901	0.653	2.083	15.621	15.695	164.554	1.29	1.663	0.601	0.931
imp	0.014	0.45	0.847	0.17	12.974	15.668	36.158	0.111	1.501	0.666	0.956
imp	0.027	0.739	0.632	0.292	13.027	16.038	102.529	0.111	2.657	0.376	0.94
imp	0.206	3.221	0.249	0.886	13.228	16.957	42.825	0.534	1.97	0.508	0.599
imp	2.151	6.381	0.664	2.4	15.33	3.693	85.582	1.271	1.813	0.551	0.94
imp	3.164	7.652	0.679	2.611	10.998	1.764	101.674	1.793	1.349	0.741	0.941
imp	2.472	7.187	0.601	2.422	7.422	4.881	79.572	1.64	1.634	0.612	0.884
imp	2.547	6.539	0.748	2.356	13.339	6.154	25.358	1.582	1.44	0.694	0.964
imp	0.014	0.475	0.805	0.187	11.648	5.372	25.115	0.106	1.663	0.601	0.936
imp	3.139	7.339	0.732	2.556	16.645	5.8	171.803	1.698	1.547	0.646	0.937
imp	0.964	9.707	0.129	2.074	11.167	7.454	76.601	1.523	1.462	0.684	0.426
imp	2.614	7.268	0.622	2.702	5.589	5.457	92.689	1.296	2.067	0.484	0.933
imp	2.411	7.503	0.538	2.712	8.679	8.035	70.189	1.205	2.334	0.428	0.926
imp	1.635	9.456	0.23	2.494	2.631	5.626	139.122	1.192	2.003	0.499	0.79
imp	0.018	0.555	0.729	0.21	1.838	7.348	151.504	0.113	1.853	0.54	0.946
imp	0.317	4.145	0.232	1.169	1.194	8.563	62.856	0.554	2.48	0.403	0.694
imp	0.008	0.336	0.836	0.135	1.13	7.824	41.82	0.084	1.643	0.609	0.928
imp	0.005	0.277	0.884	0.109	2.266	7.913	129.094	0.074	1.352	0.74	0.955
imp	0.003	0.214	0.905	0.082	2.356	8.299	45	0.058	1.06	0.944	0.992
imp	0.599	5.785	0.225	1.852	1.199	8.579	131.878	0.752	3.007	0.333	0.636
imp	2.196	6.171	0.725	2.012	7.691	10.676	77.569	1.479	1.325	0.755	0.95
imp	0.366	4.473	0.23	1.207	1.933	8.938	147.144	0.604	2.217	0.451	0.624
imp	0.005	0.259	0.891	0.105	8.457	8.864	130.914	0.069	1.384	0.722	0.963
imp	1.872	6.384	0.577	2.524	4.263	9.292	98.062	1.097	2.343	0.427	0.922
imp	0.003	0.203	0.908	0.079	2.488	9.915	47.726	0.053	1.127	0.887	0.986
imp	5.222	11.804	0.471	4.449	15.563	10.829	178.571	1.713	2.47	0.405	0.917
imp	0.149	2.302	0.353	0.936	12.462	10.713	6.483	0.305	3.587	0.279	0.709
imp	0.005	0.293	0.802	0.119	13.481	10.634	147.724	0.063	1.811	0.552	0.959
imp	0.175	2.32	0.408	0.888	13.946	10.771	102.714	0.305	3.537	0.283	0.779
imp	0.191	2.537	0.372	0.62	13.296	11.315	11.31	0.513	1.287	0.777	0.789
imp	0.014	0.488	0.757	0.182	12.615	10.887	125.538	0.121	1.5	0.667	0.918
imp	0.03	0.955	0.409	0.33	12.794	10.898	121.908	0.183	1.987	0.503	0.694
imp	2.144	5.81	0.798	1.862	6.92	11.516	110.08	1.599	1.029	0.972	0.973
imp	0.243	3.197	0.299	1.105	12.985	11.801	171.754	0.487	2.594	0.385	0.604
imp	2.239	6.517	0.662	2.118	9.635	11.918	139.957	1.743	1.085	0.921	0.936
imp	2.53	6.634	0.722	2.46	19.134	13.006	101.648	1.439	1.656	0.604	0.956
imp	2.381	9.588	0.326	2.653	15.684	15.906	77.347	1.197	2.423	0.413	0.849
imp	1.723	6.117	0.579	2.032	5.932	13.809	136.053	1.249	1.635	0.612	0.938
imp	3.162	6.906	0.833	2.363	11.981	15.346	11.084	1.832	1.249	0.801	0.979
imp	1.133	7.391	0.261	1.721	8.051	17.015	147.92	1.156	1.567	0.638	0.778
imp	0.005	0.279	0.854	0.108	8.452	16.788	46.975	0.074	1.269	0.788	0.962
imp	0.019	0.577	0.718	0.237	9.514	17.47	60.573	0.11	2.204	0.454	0.937
imp	3.583	8.838	0.576	3.55	6.889	1.093	108.031	1.489	2.333	0.429	0.957
imp	2.446	6.861	0.653	2.186	12.161	3.661	174.592	1.497	1.241	0.806	0.95
imp	0.004	0.244	0.938	0.091	6.049	2.995	54.462	0.063	1.187	0.843	0.978
imp	0.006	0.279	0.899	0.105	8.119	3.629	135	0.074	1.114	0.898	0.975
imp	2.922	8.116	0.557	3.091	17.264	6.799	88.629	1.438	2.347	0.426	0.951
imp	3.689	8.894	0.586	3.19	20.544	5.626	169.118	1.434	2.249	0.445	0.932
imp	2.553	7.07	0.642	2.203	7.707	5.959	93.988	1.765	1.154	0.866	0.916
imp	2.812	7.136	0.694	2.462	10.829	6.244	128.641	1.655	1.598	0.626	0.933
imp	2.483	7.064	0.625	2.424	2.911	6.439	145.028	1.63	1.615	0.619	0.944
imp	2.514	6.348	0.784	2.15	16.529	9.62	62.805	1.75	1.162	0.86	0.965
imp	0.687	6.239	0.222	1.726	3.973	9.245	125.782	0.744	3.002	0.333	0.695
imp	2.379	8.593	0.405	2.72	13.36	9.34	100.066	1.32	2.209	0.453	0.835
imp	2.524	7.207	0.611	2.686	7.131	9.355	108.577	1.438	1.929	0.518	0.941
imp	0.099	2.292	0.237	0.745	21.204	9.889	168.132	0.392	2.32	0.431	0.485
imp	0.122	1.947	0.403	0.859	14.263	9.889	113.569	0.239	3.971	0.252	0.876
imp	0.002	0.178	0.899	0.067	3.55	9.963	135	0.048	1	1	1
imp	0.005	0.254	0.922	0.095	21.579	9.968	123.69	0.063	1.254	0.797	0.983
imp	0.393	4.422	0.252	1.178	3.312	11.046	41.911	0.732	2.122	0.471	0.622
imp	0.006	0.293	0.851	0.113	21.072	10.016	142.595	0.069	1.482	0.675	0.959
imp	1.517	15.461	0.08	2.482	20.533	10.164	151.526	1.451	1.846	0.542	0.575
imp	0.034	1.068	0.379	0.402	21.902	10.417	76.329	0.154	3.832	0.261	0.715
imp	0.003	0.211	0.924	0.083	4.136	10.153	140.194	0.053	1.215	0.823	0.987
imp	0.004	0.233	0.903	0.093	20.877	10.195	137.291	0.063	1.281	0.781	0.959
imp	0.007	0.33	0.856	0.126	21.13	10.222	146.976	0.079	1.375	0.727	0.953
imp	2.381	6.226	0.772	2.128	10	10.301	108.975	1.72	1.197	0.836	0.973
imp	0.402	5.669	0.157	1.173	4.105	11.416	18.925	0.688	1.729	0.578	0.724
imp	0.008	0.344	0.866	0.139	21.775	11.072	130.365	0.09	1.407	0.711	0.965
imp	2.211	12.032	0.192	2.108	11.336	12.752	159.612	1.737	1.071	0.934	0.806
imp	3.06	7.679	0.652	2.693	14.48	13.788	36.465	1.813	1.248	0.802	0.922
imp	2.501	7.132	0.618	2.684	19.033	12.24	104.474	1.531	1.852	0.54	0.907
imp	0.003	0.209	0.863	0.079	12.52	12.921	126.87	0.048	1.333	0.75	1
imp	0.02	0.683	0.539	0.232	8.653	13.238	168.179	0.136	1.951	0.513	0.802
imp	0.007	0.351	0.758	0.139	8.801	13.354	127.304	0.08	1.739	0.575	0.932
imp	0.007	0.385	0.629	0.157	9.139	13.502	137.726	0.075	2.328	0.43	0.855
imp	0.003	0.218	0.92	0.083	8.558	13.582	140.194	0.058	1.139	0.878	0.977
imp	0.035	0.949	0.486	0.373	7.845	13.661	127.519	0.146	3.264	0.306	0.752
imp	0.065	1.568	0.334	0.575	8.854	14.406	51.34	0.258	2.79	0.358	0.633
imp	0.187	3.785	0.164	1.229	8.067	14.078	115.463	0.531	2.644	0.378	0.471
imp	0.01	0.389	0.833	0.155	8.896	14.723	54.689	0.097	1.529	0.654	0.947
imp	3.54	9.224	0.523	3.503	11.5	17.797	55.567	1.543	2.449	0.408	0.886
imp	0.005	0.281	0.865	0.116	8.621	15.246	133.152	0.074	1.52	0.658	0.94
imp	2.835	6.826	0.765	2.401	15.932	18.035	82.922	1.67	1.359	0.736	0.956
imp	0.015	0.453	0.897	0.161	0.412	17.744	117.408	0.116	1.229	0.813	0.974
imp	1.656	5.448	0.701	1.696	12.768	2.388	15.725	1.338	1.14	0.877	0.924
imp	2.547	7.802	0.526	2.53	7.031	2.599	176.409	1.321	1.854	0.539	0.947
imp	1.799	12.094	0.155	2.601	11.616	2.858	102.314	1.478	1.886	0.53	0.724
imp	0.008	0.334	0.921	0.118	0.042	2.937	116.565	0.085	1.251	0.799	0.973
imp	2.614	6.674	0.737	2.136	3.555	4.517	177.874	1.714	1.183	0.845	0.955
imp	0.094	1.833	0.352	0.56	22.224	4.786	58.109	0.317	1.829	0.547	0.752
imp	0.104	2.655	0.186	0.643	23.09	4.311	111.714	0.379	2.136	0.468	0.61
imp	0.009	0.382	0.791	0.146	22.631	4.474	43.531	0.104	1.348	0.742	0.934
imp	0.002	0.178	0.899	0.067	22.176	4.464	135	0.048	1	1	1
imp	0.009	0.485	0.507	0.172	21.521	4.474	132.51	0.101	1.932	0.518	0.767
imp	0.015	0.626	0.496	0.249	21.648	4.517	143.616	0.117	2.707	0.369	0.751
imp	0.008	0.341	0.845	0.125	22.874	4.585	152.354	0.079	1.449	0.69	0.961
imp	0.021	0.632	0.664	0.239	21.521	4.606	125.096	0.151	1.675	0.597	0.877
imp	0.43	5.61	0.172	1.169	21.616	4.823	125.989	0.866	1.678	0.596	0.581
imp	0.007	0.31	0.863	0.113	22.372	4.802	127.405	0.09	1.239	0.807	0.922
imp	0.004	0.265	0.79	0.105	22.15	4.881	40.914	0.069	1.557	0.642	0.911
imp	0.019	0.674	0.52	0.251	22.525	5.193	65.056	0.105	2.62	0.382	0.872
imp	0.003	0.196	0.905	0.075	22.763	5.161	45	0.053	1.025	0.975	0.995
imp	0.002	0.178	0.899	0.067	23.053	5.151	135	0.048	1	1	1
imp	0.056	1.27	0.44	0.378	23.048	5.272	144.09	0.26	1.483	0.674	0.769
imp	0.048	1.379	0.318	0.362	21.521	5.51	33.69	0.235	1.725	0.58	0.705
imp	0.003	0.188	0.89	0.071	3.92	5.372	138.013	0.048	1.111	0.9	1
imp	3.218	8.805	0.522	2.982	7.163	6.043	177.665	1.586	1.931	0.518	0.926
imp	2.752	7.761	0.574	2.942	15.658	5.526	117.945	1.463	2.055	0.487	0.903
imp	0.004	0.229	0.911	0.09	22.551	5.578	40.236	0.058	1.23	0.813	0.982
imp	0.007	0.343	0.709	0.13	23.27	5.547	158.629	0.063	2.076	0.482	0.928
imp	0.006	0.318	0.792	0.123	23.196	5.541	120.964	0.069	1.669	0.599	0.948
imp	0.004	0.253	0.882	0.094	23.127	5.769	38.157	0.063	1.187	0.842	0.979
imp	2.445	7.034	0.621	2.46	7.654	6.952	144.262	1.643	1.334	0.75	0.931
imp	0.598	6.805	0.162	1.421	3.312	7.258	147.137	0.929	1.667	0.6	0.681
imp	0.003	0.214	0.905	0.079	3.244	7.448	143.13	0.053	1.2	0.834	0.992
imp	0.007	0.404	0.519	0.158	3.138	7.602	140.44	0.077	2.554	0.392	0.757
imp	0.008	0.405	0.612	0.158	3.354	7.633	143.13	0.084	2.102	0.476	0.845
imp	0.018	0.638	0.559	0.22	3.745	7.691	152.819	0.153	1.509	0.663	0.792
imp	2.274	6.402	0.697	2.422	11.643	8.13	2.75	1.321	1.874	0.534	0.967
imp	0.577	5.353	0.253	1.645	2.842	8.035	151.213	0.768	2.409	0.415	0.629
imp	0.014	0.64	0.416	0.252	3.481	7.744	129.036	0.107	3.083	0.324	0.708
imp	0.027	0.9	0.417	0.316	3.608	8.045	146.575	0.171	2.245	0.445	0.771
imp	2.833	8.763	0.464	2.536	18.774	10.396	67.334	1.731	1.32	0.758	0.912
imp	0.1	1.879	0.356	0.622	3.93	8.23	160.641	0.314	2.634	0.38	0.724
imp	0.013	0.447	0.809	0.165	3.465	8.283	47.603	0.121	1.183	0.845	0.935
imp	0.003	0.203	0.916	0.079	3.671	8.341	137.726	0.053	1.114	0.898	0.991
imp	0.024	0.733	0.562	0.244	3.756	8.383	158.429	0.158	1.602	0.624	0.808
imp	0.006	0.297	0.905	0.112	4.179	8.494	138.814	0.079	1.116	0.896	0.978
imp	2.12	9.708	0.283	2.535	6.043	8.542	140.072	1.782	1.437	0.696	0.788
imp	3.912	8.753	0.642	3.361	11.912	9.266	138.695	1.508	2.239	0.447	0.943
imp	0.006	0.331	0.741	0.127	18.685	9.688	131.634	0.085	1.482	0.675	0.903
imp	3.533	8.08	0.68	2.983	21.785	10.153	139.597	1.631	2.059	0.486	0.938
imp	0.007	0.32	0.872	0.109	7.713	9.937	140.906	0.09	1.081	0.925	0.932
imp	2.646	6.959	0.687	2.474	14.966	10.523	136.903	1.627	1.473	0.679	0.945
imp	3.363	8.064	0.65	2.728	9.62	12.847	18.049	1.928	1.655	0.604	0.917
imp	1.063	4.17	0.768	1.559	3.492	12.367	128.811	1.009	1.521	0.658	0.962
imp	3.067	7.973	0.606	2.766	7.216	12.536	110.338	1.488	1.838	0.544	0.927
imp	3.252	7.655	0.698	2.857	16.012	14.247	13.471	1.682	1.698	0.589	0.94
imp	2.756	6.829	0.743	2.53	19.519	15.536	67.021	1.46	1.669	0.599	0.973
imp	2.973	8.676	0.496	3.327	11.416	15.98	172.977	1.447	2.212	0.452	0.877
imp	0.003	0.217	0.887	0.083	19.065	18.246	50.194	0.053	1.201	0.833	0.996
imp	2.965	7.952	0.589	3.011	12.884	1.157	135.853	1.33	2.394	0.418	0.911
imp	2.636	7.219	0.635	2.658	7.454	1.3	139.757	1.579	1.64	0.61	0.949
imp	2.379	6.657	0.675	2.152	17.094	2.789	139.978	1.777	1.175	0.851	0.959
imp	1.751	10.082	0.217	1.973	11.21	3.122	142.179	1.722	1.04	0.961	0.794
imp	2.486	6.483	0.743	2.277	3.973	4.231	161.607	1.666	1.373	0.729	0.956
imp	0.007	0.343	0.753	0.125	11.68	4.284	36.384	0.09	1.245	0.803	0.886
imp	1.655	5.673	0.646	1.925	7.242	6.075	19.231	1.358	1.289	0.776	0.89
imp	5.034	15.57	0.261	3.354	16.223	8.5	36.094	2.57	1.349	0.741	0.812
imp	1.336	6.54	0.392	1.809	9.503	6.688	119.185	1.11	2.009	0.498	0.774
imp	1.986	9.551	0.274	2.665	21.326	8.41	33.029	1.167	2.671	0.374	0.772
imp	0.172	3.267	0.202	1.218	21.49	7.887	60.656	0.297	5.522	0.181	0.601
imp	0.005	0.262	0.926	0.101	16.233	6.957	42.879	0.074	1.163	0.86	0.978
imp	2.148	6.178	0.707	2.121	12.504	6.999	114.267	1.506	1.235	0.81	0.928
imp	0.005	0.277	0.771	0.109	18.838	7.834	60.945	0.053	1.888	0.53	0.968
imp	0.017	0.528	0.761	0.202	9.403	8.024	56.725	0.116	1.486	0.673	0.923
imp	0.006	0.289	0.881	0.107	18.695	7.897	147.095	0.069	1.333	0.75	0.977
imp	0.004	0.242	0.865	0.091	18.505	7.982	54.462	0.058	1.313	0.762	0.97
imp	0.099	1.471	0.577	0.564	18.5	8.558	83.008	0.269	2.291	0.436	0.888
imp	0.335	4.022	0.26	1.266	9.06	8.209	171.599	0.562	2.469	0.405	0.647
imp	0.018	0.6	0.622	0.238	18.288	8.325	53.13	0.116	2.355	0.425	0.854
imp	3.7	8.808	0.599	3.219	4.221	8.162	119.383	1.856	1.702	0.588	0.904
imp	0.004	0.229	0.911	0.09	21.236	8.315	135	0.063	1.138	0.879	0.982
imp	2.008	8.145	0.38	1.954	15.61	10.143	159.263	1.581	1.246	0.802	0.891
imp	2.622	8.754	0.43	2.587	19.371	10.053	112.953	1.646	1.603	0.624	0.906
imp	0.529	2.965	0.756	1.083	8.368	10.037	99.83	0.688	1.599	0.625	0.956
imp	1.585	5.61	0.633	2.146	12.256	10.502	132.606	0.98	2.295	0.436	0.922
imp	2.998	7.268	0.713	2.706	8.711	12.102	121.021	1.644	1.501	0.666	0.959
imp	2.53	7.853	0.515	2.296	19.186	14.099	171.665	1.818	1.175	0.851	0.846
imp	2.266	6.295	0.718	2.308	13.846	15.705	64.08	1.389	1.609	0.621	0.975
imp	2.264	6.516	0.67	2.103	9.572	15.52	9.107	1.674	1.268	0.788	0.934
imp	0.258	4.648	0.15	1.385	12.113	2.504	78.562	0.497	3.667	0.273	0.448
imp	0.184	2.759	0.303	1.038	10.924	1.939	36.928	0.262	4.642	0.215	0.822
imp	2.179	5.963	0.77	2.058	19.572	2.81	38.958	1.486	1.402	0.713	0.953
imp	0.045	0.996	0.567	0.321	11.817	1.4	152.592	0.243	1.346	0.743	0.8
imp	0.545	7.496	0.122	1.538	10.697	2.382	26.301	0.793	2.005	0.499	0.642
imp	2.1	19.974	0.066	3.48	14.696	4.004	27.187	1.389	2.894	0.346	0.569
imp	0.005	0.261	0.878	0.098	11.997	2.261	36.254	0.063	1.276	0.784	0.977
imp	0.003	0.193	0.925	0.075	12.15	2.208	135	0.053	1.052	0.95	0.99
imp	3.722	8.783	0.606	3.281	4.955	5.399	69.055	1.717	1.912	0.523	0.943
imp	0.003	0.206	0.897	0.079	12.15	2.345	137.726	0.053	1.103	0.907	0.995
imp	0.004	0.239	0.875	0.094	11.912	2.435	141.843	0.058	1.368	0.731	0.969
imp	0.003	0.199	0.877	0.075	11.801	2.499	140.711	0.048	1.222	0.818	1
imp	0.042	1.161	0.387	0.491	16.931	3.349	55.968	0.132	4.702	0.213	0.789
imp	2.353	7.569	0.516	2.48	18.722	3.27	96.974	1.725	1.333	0.75	0.841
imp	0.004	0.224	0.898	0.083	15.605	3.339	129.806	0.058	1.095	0.913	0.989
imp	2.449	8.352	0.441	3.132	8.547	6.55	69.15	1.391	2.544	0.393	0.773
imp	0.002	0.178	0.899	0.067	15.943	3.994	135	0.048	1	1	1
imp	3.307	8.033	0.644	2.948	21.41	7.48	76.213	1.753	1.751	0.571	0.928
imp	0.013	0.469	0.737	0.188	20.238	4.691	122.347	0.103	1.945	0.514	0.899
imp	3.444	7.773	0.716	2.9	15.705	8.304	67.733	1.599	1.878	0.533	0.959
imp	1.3	7.005	0.333	1.681	12.182	6.429	112.537	1.363	1.102	0.907	0.818
imp	2.54	10.749	0.276	3.159	19.551	6.793	98.171	1.505	2.158	0.463	0.821
imp	0.005	0.271	0.778	0.107	6.149	7.433	57.095	0.058	1.78	0.562	0.937
imp	3.284	8.817	0.531	3.385	9.282	10.28	50.572	1.406	2.365	0.423	0.907
imp	2.068	8.477	0.362	1.994	3.053	9.266	21.604	1.476	1.389	0.72	0.899
imp	0.003	0.188	0.89	0.071	3.703	8.204	138.013	0.048	1.111	0.9	1
imp	1.806	7.822	0.371	2.134	17.39	12.081	85.884	1.56	1.089	0.918	0.805
imp	0.004	0.231	0.831	0.088	19.942	9.958	122.735	0.048	1.556	0.643	1
imp	0.039	0.982	0.502	0.334	17.057	10.449	66.682	0.209	1.58	0.633	0.765
imp	2.986	8.027	0.582	3.072	12.937	10.19	102.817	1.371	2.291	0.437	0.94
imp	2.508	6.43	0.762	2.027	20.94	10.692	110.276	1.597	1.198	0.835	0.967
imp	2.808	7.185	0.684	2.471	10.718	14.184	78.906	1.603	1.495	0.669	0.93
imp	2.108	6.598	0.608	2.047	5.055	14.834	43.746	1.714	1.186	0.843	0.89
imp	0.003	0.196	0.905	0.075	11.231	14.326	45	0.053	1.025	0.975	0.995
imp	1.829	7.187	0.445	1.943	8.817	18.109	65.247	1.577	1.346	0.743	0.86
imp	0.01	0.462	0.595	0.154	8.336	0.586	153.435	0.09	1.74	0.575	0.887
imp	2.781	8.368	0.499	2.192	8.14	1.743	10.552	1.844	1.077	0.928	0.924
imp	0.003	0.203	0.916	0.075	8.473	0.676	129.289	0.053	1.1	0.909	0.991
imp	0.013	0.541	0.574	0.199	8.41	0.766	129.611	0.116	1.698	0.589	0.824
imp	2.492	6.857	0.666	2.449	12.377	2.657	19.138	1.644	1.551	0.645	0.936
imp	3.24	7.471	0.73	2.55	19.308	3.766	109.861	1.679	1.584	0.631	0.958
imp	2.899	7.523	0.644	2.83	14.707	3.724	94.71	1.435	1.986	0.503	0.932
imp	2.343	6.3	0.742	2.061	6.883	4.131	108.992	1.437	1.305	0.766	0.968
imp	1.689	15.775	0.085	2.295	16.122	7.374	6.078	1.704	1.234	0.81	0.622
imp	2.914	7.313	0.685	2.74	10.264	7.602	169.448	1.626	1.754	0.57	0.955
imp	0.047	1.242	0.384	0.457	18.616	7.264	130.314	0.19	3.123	0.32	0.698
imp	0.006	0.307	0.769	0.122	0.623	7.591	55.62	0.068	1.767	0.566	0.928
imp	0.012	0.492	0.618	0.197	18.373	7.628	15.524	0.074	2.82	0.355	0.933
imp	0.069	1.764	0.278	0.429	18.436	7.903	52.001	0.285	1.524	0.656	0.777
imp	0.032	1.007	0.39	0.291	18.262	7.612	101.514	0.22	1.552	0.644	0.668
imp	0.007	0.314	0.935	0.12	16.571	8.088	41.424	0.09	1.28	0.781	0.96
imp	0.059	1.413	0.372	0.571	17.966	8.262	22.294	0.199	3.421	0.292	0.738
imp	3.89	14.299	0.239	3.839	7.322	11.976	84.234	1.671	2.505	0.399	0.871
imp	0.003	0.217	0.887	0.082	18.04	8.32	135	0.058	1.04	0.962	0.992
imp	0.002	0.178	0.899	0.067	17.887	8.352	135	0.048	1	1	1
imp	0.004	0.235	0.889	0.09	17.464	8.531	139.764	0.058	1.189	0.841	0.993
imp	0.004	0.247	0.904	0.094	6.381	8.891	128.157	0.063	1.23	0.813	0.975
